n,rt_qs,c_qs
1000,0,12101
1000,0,11233
1000,0,11541
1000,0,10315
1000,0,10569
1000,0,9879
1000,0,10898
1000,0,11501
1000,1,10919
1000,0,10487
1000,0,12483
1000,1,12538
1000,0,11797
1000,0,11152
1000,0,10325
1000,0,10196
1000,0,10822
1000,1,10187
1000,0,10069
1000,0,10576
1000,0,11336
1000,1,10336
1000,0,12437
1000,0,11351
1000,1,11460
1000,0,11917
1000,0,10633
1000,0,10617
1000,0,10286
1000,0,10681
1000,0,10792
1000,0,10047
1000,0,10676
1000,0,9975
1000,0,11080
1000,0,10922
1000,0,10536
1000,0,10624
1000,0,12576
1000,0,10437
1000,0,10861
1000,0,11044
1000,0,11580
1000,0,11358
1000,0,10088
1000,0,10663
1000,0,10571
1000,0,10229
1000,1,10851
1000,0,10897
1000,0,11847
1000,0,11059
1000,0,10923
1000,0,10894
1000,1,10684
1000,0,10624
1000,0,11117
1000,1,10964
1000,0,10401
1000,0,10896
1000,0,11336
1000,0,10602
1000,0,10675
1000,0,11187
1000,0,10903
1000,0,10791
1000,0,10545
1000,0,10397
1000,0,10138
1000,0,10120
1000,1,10871
1000,0,10629
1000,0,10927
1000,0,11546
1000,0,10381
1000,0,10768
1000,0,11072
1000,0,11579
1000,0,11174
1000,0,11035
1000,0,11351
1000,0,11800
1000,0,10889
1000,0,10953
1000,0,11841
1000,0,10823
1000,0,11137
1000,1,10061
1000,0,9999
1000,0,10543
1000,0,10940
1000,0,12657
1000,0,10714
1000,0,10665
1000,1,10900
1000,0,11117
1000,0,10656
1000,0,11167
1000,0,11391
1000,0,10712
1000,0,11540
1000,1,10843
1000,0,10377
1000,0,10936
1000,0,11697
1000,0,10620
1000,0,10215
1000,0,11769
1000,1,11926
1000,0,10474
1000,0,11222
1000,1,10641
1000,0,11437
1000,0,10346
1000,0,10938
1000,0,10865
1000,0,11124
1000,0,11505
1000,1,11009
1000,0,10372
1000,0,11442
1000,0,11112
1000,0,12311
1000,0,11199
1000,0,10470
1000,0,10340
1000,0,10506
1000,0,10788
1000,1,10386
1000,0,9850
1000,0,10333
1000,0,10775
1000,0,11611
1000,0,11276
1000,0,11079
1000,0,10476
1000,0,11004
1000,0,10703
1000,0,11057
1000,0,11816
1000,0,10236
1000,0,11628
1000,0,9872
1000,0,10058
1000,0,11416
1000,1,10261
1000,0,11231
1000,0,10955
1000,1,10060
1000,0,10533
1000,0,10279
1000,0,10215
1000,0,12067
1000,0,12140
1000,0,11180
1000,1,10759
1000,0,10423
1000,0,11325
1000,0,11545
1000,0,10194
1000,0,10745
1000,0,11369
1000,0,10015
1000,0,10708
1000,0,10405
1000,0,10273
1000,1,11345
1000,0,11402
1000,0,10385
1000,0,10349
1000,0,12714
1000,0,10303
1000,0,11251
1000,0,10509
1000,0,11580
1000,0,11709
1000,0,11306
1000,1,10780
1000,0,10448
1000,0,10372
1000,0,10552
1000,0,10413
1000,0,10490
1000,0,11148
1000,0,10743
1000,0,10347
1000,0,12289
1000,0,11234
1000,0,11119
1000,0,11393
1000,0,10154
1000,0,9892
1000,0,10685
1000,0,10629
1000,0,11048
1000,0,10354
1000,1,11361
1000,0,11139
1000,0,12499
1000,1,11232
1000,0,10142
1000,0,12035
1000,0,11141
1000,0,10286
1000,0,10387
1000,0,11272
1000,1,10959
1000,0,11752
1000,0,10303
1000,0,10568
1000,0,10371
1000,0,11463
1000,0,11112
1000,0,11759
1000,0,9982
1000,0,10867
1000,0,10814
1000,0,10399
1000,0,10525
1000,0,9938
1000,0,10976
1000,0,10724
1000,1,10867
1000,0,11335
1000,0,10309
1000,0,10320
1000,0,10514
1000,1,10789
1000,0,11411
1000,0,12059
1000,1,10640
1000,0,11188
1000,0,10084
1000,1,11235
1000,0,10967
1000,0,10654
1000,1,10835
1000,0,11206
1000,0,11015
1000,0,10789
1000,1,12139
1000,0,10643
1000,0,10861
1000,0,12370
1000,0,11164
1000,1,11024
1000,0,10169
1000,0,11815
1000,0,11433
1000,0,10916
1000,0,11182
1000,0,11199
1000,0,10641
1000,1,10971
1000,0,10793
1000,0,11348
1000,0,11280
1000,0,10577
1000,0,10839
1000,0,10726
1000,0,10789
1000,0,10050
1000,0,10845
1000,0,11049
1000,0,10452
1000,0,11955
1000,0,10239
1000,0,10735
1000,0,12643
1000,1,12140
1000,0,10604
1000,0,11363
1000,0,10871
1000,0,10724
1000,1,11291
1000,0,10854
1000,0,11299
1000,0,10551
1000,0,11560
1000,0,10635
1000,0,10105
1000,0,11455
1000,1,11361
1000,0,11223
1000,0,10601
1000,1,10507
1000,0,10830
1000,0,11088
1000,1,11206
1000,0,10138
1000,0,10697
1000,0,11545
1000,1,11097
1000,0,10313
1000,0,12957
1000,0,11417
1000,0,12084
1000,0,11016
1000,0,10558
1000,0,11097
1000,0,10713
1000,0,10350
1000,0,10458
1000,0,10033
1000,0,10663
1000,0,10697
1000,0,10501
1000,0,11418
1000,1,11105
1000,0,11088
1000,1,10990
1000,0,10314
1000,0,11576
1000,1,10906
1000,0,10386
1000,0,11270
1000,0,10231
1000,0,10349
1000,0,10382
1000,1,10985
1000,0,12115
1000,0,11633
1000,1,11101
1000,0,10398
1000,0,10741
1000,1,10138
1000,0,10688
1000,0,10145
1000,0,10103
1000,0,11131
1000,0,10802
1000,0,11833
1000,1,11298
1000,0,10883
1000,0,11241
1000,0,10040
1000,0,11377
1000,0,11874
1000,0,9928
1000,1,11579
1000,0,10567
1000,0,10852
1000,0,12077
1000,0,11411
1000,0,11176
1000,1,10788
1000,0,10274
1000,0,11055
1000,0,10441
1000,0,10276
1000,0,12141
1000,0,11183
1000,0,10524
1000,1,10353
1000,0,10418
1000,0,10551
1000,1,11436
1000,0,10247
1000,0,11448
1000,1,10524
1000,0,10938
1000,0,10260
1000,1,10786
1000,0,11407
1000,0,12448
1000,1,12661
1000,0,12519
1000,0,11149
1000,1,11119
1000,0,10841
1000,0,12001
1000,1,11488
1000,0,10532
1000,0,11832
1000,1,11422
1000,0,10691
1000,0,10259
1000,0,12043
1000,0,10994
1000,0,11004
1000,0,10504
1000,1,11162
1000,0,9854
1000,0,10444
1000,0,11062
1000,0,11034
1000,0,11400
1000,0,11407
1000,0,10773
1000,0,10606
1000,0,11529
1000,0,11916
1000,0,10237
1000,0,11030
1000,0,10809
1000,1,10254
1000,0,10291
1000,0,10345
1000,0,10809
1000,0,11134
1000,0,10782
1000,1,10898
1000,0,11365
1000,0,10934
1000,1,9928
1000,0,11539
1000,0,10830
1000,0,10822
1000,0,11121
1000,0,10939
1000,0,10392
1000,0,10109
1000,0,11885
1000,0,10129
1000,1,10484
1000,0,12128
1000,0,10261
1000,0,10878
1000,0,11389
1000,0,11365
1000,1,11601
1000,0,11217
1000,0,11240
1000,0,11849
1000,1,9925
1000,0,12024
1000,0,11523
1000,0,10768
1000,0,9999
1000,0,10863
1000,0,10352
1000,0,10703
1000,0,10611
1000,0,11035
1000,0,10932
1000,0,10206
1000,0,10669
1000,0,10535
1000,0,11160
1000,0,10194
1000,1,10986
1000,0,11957
1000,0,10170
1000,1,10055
1000,0,10615
1000,0,10937
1000,0,10531
1000,0,11819
1000,0,10401
1000,0,10523
1000,0,11207
1000,0,11990
1000,0,11642
1000,1,10558
1000,0,11658
1000,0,10452
1000,0,10751
1000,0,11380
1000,0,10076
1000,0,10774
1000,0,10439
1000,0,9970
1000,1,10675
1000,0,11708
1000,0,12216
1000,1,11472
1000,0,12241
1000,0,10853
1000,0,13334
1000,0,12847
1000,0,12072
1000,0,11613
1000,0,10777
1000,0,10472
1000,0,11480
1000,1,10647
1000,0,10015
1000,0,10640
1000,0,11314
1000,0,10342
1000,0,9715
1000,0,12319
1000,0,10832
1000,0,10143
1000,0,11092
1000,0,10447
1000,0,12253
1000,0,10161
1000,0,11957
1000,0,10199
1000,0,11286
1000,0,10642
1000,1,10454
1000,0,10212
1000,0,11019
1000,0,11292
1000,0,11475
1000,0,10802
1000,0,10842
1000,1,11121
1000,0,10525
1000,0,11362
1000,0,11772
1000,0,11238
1000,0,11345
1000,0,10900
1000,1,10859
1000,0,11171
1000,0,10515
1000,0,11049
1000,0,11160
1000,0,10949
1000,1,10078
1000,0,11215
1000,0,10876
1000,0,10434
1000,0,10888
1000,0,11667
1000,0,10068
1000,0,10259
1000,0,10524
1000,0,10816
1000,0,12429
1000,0,11562
1000,0,10586
1000,1,10046
1000,0,10289
1000,0,11432
1000,1,10887
1000,0,10217
1000,0,11279
1000,0,10365
1000,0,11253
1000,0,11135
1000,0,10414
1000,1,10143
1000,0,10805
1000,0,10481
1000,0,10993
1000,0,10075
1000,0,11504
1000,0,10647
1000,0,9922
1000,0,10016
1000,0,11263
1000,0,10859
1000,0,9821
1000,0,11529
1000,0,10754
1000,0,10199
1000,0,10800
1000,0,10720
1000,0,11796
1000,0,10309
1000,0,11431
1000,0,10802
1000,0,11491
1000,0,9986
1000,1,10398
1000,0,10702
1000,0,11828
1000,1,11323
1000,0,11490
1000,0,10543
1000,1,10547
1000,0,11183
1000,0,10636
1000,0,10606
1000,0,12220
1000,0,10933
1000,0,10377
1000,0,10854
1000,0,10968
1000,0,10657
1000,0,11075
1000,0,10920
1000,0,11604
1000,0,10860
1000,0,10788
1000,0,11190
1000,0,11965
1000,0,10729
1000,0,10498
1000,0,11524
1000,1,11036
1000,0,11338
1000,0,11445
1000,0,10892
1000,1,10285
1000,0,11532
1000,0,10393
1000,1,10488
1000,0,10638
1000,0,11104
1000,0,10544
1000,0,11944
1000,0,12372
1000,0,10056
1000,0,11743
1000,0,10257
1000,0,10855
1000,1,10837
1000,0,10638
1000,0,11083
1000,1,11245
1000,0,11460
1000,0,10972
1000,0,11844
1000,0,11647
1000,0,10939
1000,0,10828
1000,0,11163
1000,0,11261
1000,0,11656
1000,1,10421
1000,0,10568
1000,1,10450
1000,0,10928
1000,0,11562
1000,0,10268
1000,0,11394
1000,0,11392
1000,0,10263
1000,0,10448
1000,0,10119
1000,0,10843
1000,0,12055
1000,0,10543
1000,0,10862
1000,1,10650
1000,0,12220
1000,0,11322
1000,0,10471
1000,0,9586
1000,0,10963
1000,0,10915
1000,0,13071
1000,0,10275
1000,0,12044
1000,0,9961
1000,0,10253
1000,0,12217
1000,1,10743
1000,0,10596
1000,0,10737
1000,0,11653
1000,1,10860
1000,0,10783
1000,0,9900
1000,0,11683
1000,0,10784
1000,0,11847
1000,0,11060
1000,0,10618
1000,0,10740
1000,0,11983
1000,0,11329
1000,0,10457
1000,0,11263
1000,1,9920
1000,0,10709
1000,0,10341
1000,0,11475
1000,0,10753
1000,0,11621
1000,0,10880
1000,1,10926
1000,0,10864
1000,0,10587
1000,1,10312
1000,0,10682
1000,0,10893
1000,1,11092
1000,0,10715
1000,0,11688
1000,1,10334
1000,0,9792
1000,0,10405
1000,0,10923
1000,1,10093
1000,0,10572
1000,0,11570
1000,1,11098
1000,0,11749
1000,0,11427
1000,0,10315
1000,0,12681
1000,0,12462
1000,1,11046
1000,0,10739
1000,0,10804
1000,0,11428
1000,0,11234
1000,0,10776
1000,0,10471
1000,1,10892
1000,0,12775
1000,0,11024
1000,0,11051
1000,0,10984
1000,0,11142
1000,1,11566
1000,0,10868
1000,0,11199
1000,0,11135
1000,1,11381
1000,0,11418
1000,0,10986
1000,1,10464
1000,0,10371
1000,0,10553
1000,0,10145
1000,0,9848
1000,0,10587
1000,0,10470
1000,1,10895
1000,0,11685
1000,0,10814
1000,1,10186
1000,0,10887
1000,0,9944
1000,0,11335
1000,0,10757
1000,0,10996
1000,0,10290
1000,0,10429
1000,0,11681
1000,0,11207
1000,0,12202
1000,0,11015
1000,1,10026
1000,0,10660
1000,0,10764
1000,0,10282
1000,0,10566
1000,0,12777
1000,0,10914
1000,0,11527
1000,0,10833
1000,0,10517
1000,0,11537
1000,0,11634
1000,0,10904
1000,0,10810
1000,0,10804
1000,0,10329
1000,0,11541
1000,0,10954
1000,0,10722
1000,1,9993
1000,0,11004
1000,0,11405
1000,0,10081
1000,0,10965
1000,0,11013
1000,0,10870
1000,0,11230
1000,0,10856
1000,0,9886
1000,0,12448
1000,0,11186
1000,0,10929
1000,0,11382
1000,0,10077
1000,0,10425
1000,1,11421
1000,0,11033
1000,0,10441
1000,0,10423
1000,0,11428
1000,0,10978
1000,1,10682
1000,0,10735
1000,0,10209
1000,0,10862
1000,0,11260
1000,0,10963
1000,0,10581
1000,0,10567
1000,0,10980
1000,0,10788
1000,0,12641
1000,0,11113
1000,0,10767
1000,0,10949
1000,1,10274
1000,0,10774
1000,0,12126
1000,0,10726
1000,0,11713
1000,0,11433
1000,0,10538
1000,1,11309
1000,0,10151
1000,0,10807
1000,0,12311
1000,0,10507
1000,0,11071
1000,0,10442
1000,0,10552
1000,0,11025
1000,0,11398
1000,1,10315
1000,0,10290
1000,0,10880
1000,1,10738
1000,0,12453
1000,0,10751
1000,1,10934
1000,0,10025
1000,1,10737
1000,0,11887
1000,0,10375
1000,1,11890
1000,0,9976
1000,0,10845
1000,1,10946
1000,0,10657
1000,0,10888
1000,1,11176
1000,0,11492
1000,0,10690
1000,0,11295
1000,0,12517
1000,1,11051
1000,0,11307
1000,0,10534
1000,0,10998
1000,0,10280
1000,0,10896
1000,0,13645
1000,1,10837
1000,0,10177
1000,1,10337
1000,0,10817
1000,0,10832
1000,0,11927
1000,0,10368
1000,0,11605
1000,0,12831
1000,0,10768
1000,1,10917
1000,0,10642
1000,0,10686
1000,1,10522
1000,0,10216
1000,0,10334
1000,1,11648
1000,0,11238
1000,0,10773
1000,1,10715
1000,0,11041
1000,0,11752
1000,0,11845
1000,0,10528
1000,0,10448
1000,0,10466
1000,0,11342
1000,0,10661
1000,0,10921
1000,0,11037
1000,0,10632
1000,1,10470
1000,0,10516
1000,0,11576
1000,0,11522
1000,0,10419
1000,1,10403
1000,0,11488
1000,0,11006
1000,1,10131
1000,0,10740
1000,0,11161
1000,0,10057
1000,0,11513
1000,0,11087
1000,0,11095
1000,1,12405
1000,0,10891
1000,0,10844
1000,0,12112
1000,1,10755
1000,0,11104
1000,0,11637
1000,0,11074
1000,1,11460
1000,0,10395
1000,0,10671
1000,0,11781
1000,0,11030
1000,0,10018
1000,1,11181
1000,0,11608
1000,0,10652
1000,0,10330
1000,0,10445
1000,0,11480
1000,0,11421
1000,0,11309
1000,0,11313
1000,0,10797
1000,1,11941
1000,0,10823
1000,0,10926
1000,0,10020
1000,0,11139
1000,0,11558
1000,0,10566
1000,1,10924
1000,0,11603
1000,0,10737
1000,0,10351
1000,1,11795
1000,0,10135
1000,0,10783
1000,0,10216
1000,0,10963
1000,1,11306
1000,0,10585
1000,0,11177
1000,1,10372
1000,0,11125
1000,0,10633
1000,0,11007
1000,0,10744
1000,0,10222
1000,0,10578
1000,0,12269
1000,0,10359
1000,0,10744
1000,0,11294
1000,1,10616
1000,0,10698
1000,0,10304
1000,1,10362
1000,0,10497
1000,0,11513
1000,0,11185
1000,0,10310
1000,0,10930
1000,0,10596
1000,0,10626
1000,0,10508
1000,0,10210
1000,0,10774
1000,0,10543
1000,0,10330
1000,0,10841
1000,0,11675
1000,1,10803
1000,0,10433
1000,0,11543
1000,1,10233
1000,0,11441
1000,0,10466
1000,1,10028
1000,0,11273
1000,0,11331
1000,0,11581
1000,0,10287
1000,0,11008
1000,1,10855
1000,0,10326
1000,0,10692
1000,0,12101
1000,0,10972
1000,0,10431
1000,0,10329
1000,0,12114
1000,0,11068
1000,1,13166
1000,0,12456
1000,0,10526
1000,1,10559
1000,0,11520
1000,0,12854
1000,1,10294
1000,0,11562
1000,0,10523
1000,0,10419
1000,0,12800
1000,0,11588
1000,1,10695
1000,0,11220
1000,0,10756
1000,1,12295
1000,0,10514
1000,0,11477
1000,0,10531
1000,0,10983
1000,0,10280
1000,0,11647
1000,0,11836
1000,0,11260
1000,0,10282
1000,0,10747
1000,0,11566
1000,0,10415
1000,0,11635
1000,0,10439
1000,0,10928
1000,0,10169
1000,1,12208
1000,0,10862
1000,0,11501
1000,1,10405
1000,0,11892
1000,0,11328
1000,1,10876
1000,0,9976
1000,0,11664
1000,1,10510
1000,0,12272
1000,0,10725
1000,1,11412
1000,0,10512
1000,0,10687
1000,1,11379
1000,0,10841
1000,0,10445
1000,0,11496
1000,0,10321
1000,0,11536
1000,0,10332
1000,0,11589
1000,0,11219
1000,0,12198
1000,0,11227
1000,0,10798
1000,1,11025
1000,0,10896
1000,0,11278
1000,1,11258
1000,0,9921
1000,0,10521
1000,1,10749
1000,0,10359
1000,0,12095
1000,1,11440
1000,0,10446
1000,0,10990
1000,1,11544
1000,0,10069
1000,0,10635
1000,1,11365
1000,0,11327
1000,0,11453
1000,0,10353
1000,0,10457
1000,0,10647
1000,0,10421
1000,0,11900
1000,0,12290
1000,0,10355
1000,0,11357
1000,0,10656
1000,1,11329
1000,0,10810
1000,0,10343
1000,0,10631
1000,0,10714
1000,0,10064
1000,0,10517
1000,0,10491
1000,0,11565
1000,0,10794
1000,0,11773
1000,0,11476
1000,1,11074
1000,0,12005
1000,0,10466
1000,1,10168
1000,0,10662
1000,0,10717
1000,1,10529
1000,0,10104
1000,0,12027
1000,0,11438
1000,0,10446
1000,0,10549
1000,1,11449
1000,0,11306
1000,0,10826
1000,0,10784
1000,0,10199
1000,0,11332
1000,1,10876
1000,0,11674
1000,0,10776
1000,1,10175
1000,0,10924
1000,0,10275
1000,1,10015
1000,0,10929
1000,0,10437
1000,1,10340
1000,0,10282
1000,0,12778
1000,0,10069
1000,0,10833
1000,0,11466
1000,0,11827
1000,1,10720
1000,0,11175
1000,0,10580
1000,1,10826
1000,0,11271
1000,0,10588
1000,1,10143
1000,0,10271
1000,0,10596
1000,0,11124
1000,0,10869
1000,0,11173
1000,0,11984
1000,0,11593
1000,0,11467
1000,0,12085
1000,1,12014
1000,0,11159
1000,0,10072
1000,0,10746
1000,0,10825
1000,0,11751
1000,0,11699
1000,0,11055
1000,0,11200
1000,1,10782
1000,0,10838
1000,0,10565
1000,1,10905
1000,0,10783
1000,0,10396
1000,0,11329
1000,0,10203
1000,0,11672
1000,0,10612
1000,1,10940
1000,0,9797
1000,0,11573
1000,0,10866
1000,0,11226
1000,0,10722
1000,0,10341
1000,1,10691
1000,0,11148
1000,0,12558
1000,0,11177
1000,0,11332
1000,0,11505
1000,0,10400
1000,1,11599
1000,0,10038
1000,0,11935
1000,1,10185
1000,0,10177
1000,0,10965
1000,0,10304
1000,0,11190
1000,0,10079
1000,0,10870
1000,1,10945
1000,0,11306
1000,0,10742
1000,0,10466
1000,0,11850
1000,0,10286
1000,0,11279
1000,1,11607
1000,0,11281
1000,0,10233
1000,1,12151
1000,0,10744
1000,0,10768
1000,0,11326
1000,1,11337
1000,0,11785
1000,0,11947
1000,1,10366
1000,0,10555
1000,0,11365
1000,0,11071
1000,0,10751
1000,0,11632
1000,1,10639
1000,0,10965
1000,0,10872
1000,1,11381
1000,0,11889
1000,0,10623
1000,0,11363
1000,0,11073
1000,0,11739
1000,0,10963
1000,1,10873
1000,0,10704
1000,0,10753
1000,0,10992
1000,0,10760
1000,0,12369
1000,0,10945
1000,0,12064
1000,0,11021
1000,0,10671
1000,0,11112
1000,1,10646
1000,0,11092
1000,0,10731
1000,0,10973
1000,1,11590
1000,0,10416
1000,0,10749
1000,1,12304
1000,0,12343
1000,0,9798
1000,0,10936
1000,0,10754
1000,0,10776
1000,0,10652
1000,1,10093
1000,0,10450
1000,0,9910
1000,0,11872
1000,0,9981
1000,0,10347
1000,0,11489
1000,0,11492
1000,0,12678
1000,0,10381
1000,0,10066
1000,0,10089
1000,0,10855
1000,0,10560
1000,0,10486
1000,0,10852
1000,0,10877
1000,0,11068
1000,0,12033
1000,0,10520
1000,0,12057
1000,0,10274
1000,0,10385
1000,0,10750
1000,0,12956
1000,0,10714
1000,0,10103
1000,0,12349
1000,0,10629
1000,0,11022
1000,1,9984
1000,0,11443
1000,0,10988
1000,0,11121
1000,0,9873
1000,0,10769
1000,0,11135
1000,1,10547
1000,0,12043
1000,0,10485
1000,1,11701
1000,0,10567
1000,0,10253
1000,1,10712
1000,0,10633
1000,0,11391
1000,0,12291
1000,1,11204
1000,0,10757
1000,1,10679
1000,0,12640
1000,0,10852
1000,0,10384
1000,0,10611
1000,0,10996
1000,0,10517
1000,1,10889
1000,0,10783
1000,0,10860
1000,1,10697
1000,0,12571
1000,0,10922
1000,0,11053
1000,0,10576
1000,0,10356
1000,0,10837
1000,0,10747
1000,0,10854
1000,0,10708
1000,1,10130
1000,0,10357
1000,0,10761
1000,0,13630
1000,0,10748
1000,0,11141
1000,0,10750
1000,1,10491
1000,0,10989
1000,0,10889
1000,0,10116
1000,1,10888
1000,0,10770
1000,0,10419
1000,0,10688
1000,0,10681
1000,0,12761
1000,0,11255
1000,0,11466
1000,0,12035
1000,0,10285
1000,1,11247
1000,0,11096
1000,0,10574
1000,0,10380
1000,0,11411
1000,0,10978
1000,0,12036
1000,0,10964
1000,0,10945
1000,0,11605
1000,0,10764
1000,0,9963
1000,0,10816
1000,0,11923
1000,0,10509
1000,0,10402
1000,0,12367
1000,1,9781
1000,0,11851
1000,0,11252
1000,0,11130
1000,1,9869
1000,0,10871
1000,0,11828
1000,0,10957
1000,0,11083
1000,0,11540
1000,0,9954
1000,0,11048
1000,0,10642
1000,0,11501
1000,1,10822
1000,0,10111
1000,0,10045
1000,1,10047
1000,0,10725
1000,0,10103
1000,1,10910
1000,0,10734
1000,0,10536
1000,0,11567
1000,0,11005
1000,0,10446
1000,0,11790
1000,0,11535
1000,0,11197
1000,1,11508
1000,0,11411
1000,0,11590
1000,1,10861
1000,0,10548
1000,0,11306
1000,1,11177
1000,0,12416
1000,0,10865
1000,0,11147
1000,0,11034
1000,0,11507
1000,1,10617
1000,0,11077
1000,0,10992
1000,1,11153
1000,0,10073
1000,0,10323
1000,0,11092
1000,1,10465
1000,0,10195
1000,0,12614
1000,1,11193
1000,0,10793
1000,0,11702
1000,0,10166
1000,0,12895
1000,1,10182
1000,0,10658
1000,0,10590
1000,1,10818
1000,0,10798
1000,0,12134
1000,0,11802
1000,0,11143
1000,0,10369
1000,0,11118
1000,0,11460
1000,1,10311
1000,0,12306
1000,0,10617
1000,0,11269
1000,0,10582
1000,0,11198
1000,0,12175
1000,0,10137
1000,0,10201
1000,0,10652
1000,0,10945
1000,0,11224
1000,0,11234
1000,1,11251
1000,0,11081
1000,0,9684
1000,1,10586
1000,0,10690
1000,0,11283
1000,0,10522
1000,0,10552
1000,0,10427
1000,0,10789
1000,0,10657
1000,0,10782
1000,0,10500
1000,0,11000
1000,1,11734
1000,0,10924
1000,0,10076
1000,0,9873
1000,0,10944
1000,0,10659
1000,0,10397
1000,1,11435
1000,0,10744
1000,0,10180
1000,0,11884
1000,0,10318
1000,0,11266
1000,0,10317
1000,0,10249
1000,1,11341
1000,0,11072
1000,0,10976
1000,0,12980
1000,0,11001
1000,0,12231
1000,0,12066
1000,0,11095
1000,0,12070
1000,0,11545
1000,0,12732
1000,0,10512
1000,1,10325
1000,0,10404
1000,0,10462
1000,1,10538
1000,0,9850
1000,0,10751
1000,0,11270
1000,0,9845
1000,0,11332
1000,0,10013
1000,1,10715
1000,0,10665
1000,0,11519
1000,0,9861
1000,0,11325
1000,0,10488
1000,1,11273
1000,0,10805
1000,0,10578
1000,0,10917
1000,0,11536
1000,0,10728
1000,0,10960
1000,1,10476
1000,0,10644
1000,0,10770
1000,0,10815
1000,0,10419
1000,0,10473
1000,0,10662
1000,0,10982
1000,0,10691
1000,1,11277
1000,0,10418
1000,0,10389
1000,0,10721
1000,0,10650
1000,1,10297
1000,0,11305
1000,0,10416
1000,1,11489
1000,0,11293
1000,0,10560
1000,1,11401
1000,0,10697
1000,0,10708
1000,0,11980
1000,1,10712
1000,0,11016
1000,0,10593
1000,0,11062
1000,0,10424
1000,0,11320
1000,0,10136
1000,0,11823
1000,0,11223
1000,0,10657
1000,0,11075
1000,0,11283
1000,0,10565
1000,0,11359
1000,0,11238
1000,0,11178
1000,1,10648
1000,0,11455
1000,0,10534
1000,1,10048
1000,0,12088
1000,0,10290
1000,0,12251
1000,0,10649
1000,0,11715
1000,0,11399
1000,0,10635
1000,0,11555
1000,0,10690
1000,0,10502
1000,0,12414
1000,0,10019
1000,0,10876
1000,0,10555
1000,0,9904
1000,0,11279
1000,0,10831
1000,0,11227
1000,1,11552
1000,0,10476
1000,0,10903
1000,1,11568
1000,0,10886
1000,0,10805
1000,0,10939
1000,1,11262
1000,0,11436
1000,0,10673
1000,0,12016
1000,0,10832
1000,0,13304
1000,0,10377
1000,0,11133
1000,0,10837
1000,0,11192
1000,1,11707
1000,0,10746
1000,0,10574
1000,0,11329
1000,0,11386
1000,1,13142
1000,0,11345
1000,0,11151
1000,0,10531
1000,0,10998
1000,0,12002
1000,0,12388
1000,0,10582
1000,0,9836
1000,0,10400
1000,1,10394
1000,0,10656
1000,0,11264
1000,0,10957
1000,0,11004
1000,0,10572
1000,0,10740
1000,0,10801
1000,0,10579
1000,0,11644
1000,0,10872
1000,0,11007
1000,0,10126
1000,0,10730
1000,0,10639
1000,1,10750
1000,0,10291
1000,0,10394
1000,1,11636
1000,0,11016
1000,0,11192
1000,0,10600
1000,0,10856
1000,0,10089
1000,0,10092
1000,0,11004
1000,0,12401
1000,0,9989
1000,0,9826
1000,0,10743
1000,0,12043
1000,0,11765
1000,0,10728
1000,0,10817
1000,1,10141
1000,0,11691
1000,0,10555
1000,1,10353
1000,0,11016
1000,1,10396
1000,0,11424
1000,0,10607
1000,1,10337
1000,0,12470
1000,0,10591
1000,0,11126
1000,0,11082
1000,0,11250
1000,0,11031
1000,0,11521
1000,0,10504
1000,0,10342
1000,0,10728
1000,0,10512
1000,0,10912
1000,0,10764
1000,0,11827
1000,1,11417
1000,0,10295
1000,0,11139
1000,0,10635
1000,1,11351
1000,0,11303
1000,0,10949
1000,1,11371
1000,0,10939
1000,0,9936
1000,0,10447
1000,0,11562
1000,0,11396
1000,0,11740
1000,0,11468
1000,0,11268
1000,1,11837
1000,0,12050
1000,0,10654
1000,0,10751
1000,0,11099
1000,1,10414
1000,0,10797
1000,0,11741
1000,0,10917
1000,0,10683
1000,1,10470
1000,0,12228
1000,0,10859
1000,1,12096
1000,0,10819
1000,0,10895
1000,0,10344
1000,0,11810
1000,0,10594
1000,1,10523
1000,0,10921
1000,0,11028
1000,0,11966
1000,1,10917
1000,0,12171
1000,0,11160
1000,0,10684
1000,0,10779
1000,0,11677
1000,0,12319
1000,0,11887
1000,0,11656
1000,0,10886
1000,1,10818
1000,0,10358
1000,0,12556
1000,1,11283
1000,0,10826
1000,0,12658
1000,1,12507
1000,0,11188
1000,0,10729
1000,0,10659
1000,0,11466
1000,0,10854
1000,0,12073
1000,0,10809
1000,0,10815
1000,0,10980
1000,1,10381
1000,0,10677
1000,0,11126
1000,0,11658
1000,0,10832
1000,0,10472
1000,0,10924
1000,1,11612
1000,0,11527
1000,0,10444
1000,0,11256
1000,0,10310
1000,0,10583
1000,1,10654
1000,0,11134
1000,1,10893
1000,0,12418
1000,0,10789
1000,1,11008
1000,0,11290
1000,0,12226
1000,1,11112
1000,0,10390
1000,0,10036
1000,0,12059
1000,0,10283
1000,0,10756
1000,0,11221
1000,1,12201
1000,0,10819
1000,0,11363
1000,0,10888
1000,0,10852
1000,1,11518
1000,0,10147
1000,0,11644
1000,1,11637
1000,0,11936
1000,0,10306
1000,1,10368
1000,0,10932
1000,0,10863
1000,1,10949
1000,0,10180
1000,0,10304
1000,0,10084
1000,1,10699
1000,0,10675
1000,0,10256
1000,0,10706
1000,0,11211
1000,0,10518
1000,0,10826
1000,0,10283
1000,0,10674
1000,0,10505
1000,0,11232
1000,0,11746
1000,1,10436
1000,0,11011
1000,0,10713
1000,1,9965
